trip_id,route_id,driver_id,timestamp,type,stop_id,n_items
228,173,1,43655,depart,761,1
228,173,1,44544,arrive,795,
228,173,1,44629,depart,795,2
228,173,1,45008,arrive,318,
228,173,1,45053,depart,318,2
228,173,1,46898,arrive,249,
228,173,1,47001,depart,249,1
228,173,1,48749,arrive,318,
228,173,1,48793,depart,318,2
228,173,1,51824,arrive,340,
228,173,1,51907,depart,340,1
228,173,1,52572,arrive,851,
228,173,1,52695,depart,851,1
228,173,1,53921,arrive,304,
228,173,1,54005,depart,304,1
228,173,1,56636,arrive,22,
228,173,1,56699,depart,22,1
228,173,1,58502,arrive,0,
228,173,1,,depart,0,2
229,258,3,0,arrive,0,
229,258,3,-48,depart,0,
229,258,3,763,arrive,583,
229,258,3,860,depart,583,3
229,258,3,1453,arrive,161,
229,258,3,1554,depart,161,2
229,258,3,2102,arrive,692,
229,258,3,2181,depart,692,1
229,258,3,,arrive,905,
229,258,3,3113,depart,905,1
229,258,3,3383,arrive,588,
229,258,3,3488,depart,588,3
229,258,3,4034,arrive,686,
229,258,3,4117,depart,686,2
229,258,3,7174,arrive,482,
229,258,3,7298,depart,482,1
229,258,3,8528,arrive,143,
229,258,3,8633,depart,143,2
229,258,3,8915,arrive,54,
229,258,3,9084,depart,54,1
229,258,3,9980,arrive,816,
229,258,3,10084,depart,816,2
229,258,3,11470,arrive,1029,
229,258,3,11577,depart,1029,2
229,258,3,12480,arrive,823,
229,258,3,12605,depart,823,1
229,258,3,13785,arrive,505,
229,258,3,13909,depart,505,1
229,258,3,14645,arrive,975,
229,258,3,14748,depart,975,1
229,258,3,16354,arrive,277,
229,258,3,16502,depart,277,2
229,258,3,17779,arrive,466,
229,258,3,17904,depart,466,1
229,258,3,19115,arrive,583,
229,258,3,19220,depart,583,2
229,258,3,20006,arrive,0,
229,258,3,20088,depart,0,2
230,49,2,0,arrive,0,
230,49,2,106,depart,0,
230,49,2,1783,arrive,22,
230,49,2,,depart,22,2
230,49,2,2793,arrive,20,
230,49,2,2867,depart,20,1
230,49,2,8157,arrive,,
230,49,2,8257,depart,343,2
230,49,2,,arrive,278,
230,49,2,9311,depart,278,1
230,49,2,12261,arrive,766,
230,49,2,12340,depart,766,2
230,49,2,13436,arrive,572,
230,49,2,13511,depart,572,1
230,49,2,19848,arrive,802,
230,49,2,19987,depart,802,1
230,49,2,23913,arrive,836,
230,49,2,24013,depart,836,2
230,49,2,28653,arrive,150,
230,49,2,28773,depart,150,2
230,49,2,33682,arrive,0,
230,49,2,33759,depart,0,1
231,78,3,0,arrive,0,
231,78,3,-127,depart,0,
231,78,3,556,arrive,583,
231,78,3,650,depart,583,2
231,78,3,1951,arrive,466,
231,78,3,2076,depart,466,2
231,78,3,3275,arrive,277,
231,78,3,3421,depart,277,1
231,78,3,4995,arrive,352,
231,78,3,5120,depart,352,1
231,78,3,6137,arrive,460,
231,78,3,6198,depart,460,2
231,78,3,7389,arrive,453,
231,78,3,7470,depart,,1
231,78,3,8585,arrive,460,
231,78,3,8644,depart,460,1
231,78,,9116,arrive,468,
231,78,3,9176,depart,468,2
231,78,3,10058,arrive,1012,
231,78,3,10166,depart,1012,4
231,78,3,13273,arrive,43,
231,78,3,13401,depart,43,3
231,78,3,15516,arrive,533,
231,78,3,15643,depart,533,1
231,78,3,16378,arrive,271,
231,78,,16503,depart,271,1
231,78,3,17267,arrive,912,
231,78,3,17392,depart,912,1
231,78,3,18008,arrive,274,
231,78,3,18155,depart,274,1
231,78,3,18649,arrive,493,
231,78,3,18752,depart,493,1
231,78,3,19250,arrive,150,
231,78,3,19376,depart,150,2
231,78,3,23502,arrive,0,
231,78,3,23583,depart,0,1
232,338,2,0,arrive,0,
232,338,2,12,depart,0,
232,338,2,5013,arrive,150,
232,338,2,5133,depart,150,2
232,338,2,7550,arrive,1022,
232,338,2,7669,depart,1022,1
232,338,2,8110,arrive,807,
232,338,2,8166,depart,,1
232,338,2,8393,arrive,1022,
232,338,2,8511,depart,1022,1
232,338,,,arrive,200,
232,338,2,11637,depart,200,1
232,338,2,12056,arrive,670,
232,338,2,12154,depart,670,1
232,338,2,14626,arrive,95,
232,338,2,14724,depart,95,2
232,338,2,18227,arrive,966,
232,338,2,18325,depart,966,1
232,338,2,19682,arrive,139,
232,338,2,19780,depart,139,1
232,338,2,23181,arrive,382,
232,338,2,23279,depart,382,1
232,338,2,24652,arrive,1021,
232,338,2,24792,depart,1021,2
232,338,,25905,arrive,0,
232,338,2,25981,depart,0,1
233,55,3,0,arrive,0,
233,55,3,80,depart,0,
233,55,3,1443,arrive,22,
233,55,,1520,depart,22,1
233,55,3,2973,arrive,616,
233,55,3,3053,depart,616,1
233,55,,3713,arrive,104,
233,55,3,3797,depart,104,3
233,55,3,5253,arrive,891,
233,55,3,5379,depart,891,2
233,55,3,5948,arrive,653,
233,55,3,,depart,653,
233,55,3,6590,arrive,,
233,55,3,6736,depart,214,1
233,55,3,9097,arrive,438,
233,55,3,9156,depart,438,1
233,55,3,14139,arrive,652,
233,55,3,14311,depart,652,1
233,55,3,14495,arrive,476,
233,55,3,14623,depart,476,1
233,55,3,15649,arrive,829,
233,55,3,15799,depart,829,1
233,55,3,20988,arrive,881,
233,55,3,21134,depart,881,1
233,55,3,24818,arrive,126,
233,55,3,24899,depart,126,1
233,55,3,27442,arrive,583,
233,55,3,27545,depart,583,1
233,55,3,28197,arrive,0,
233,55,3,28281,depart,0,3
234,104,1,0,arrive,0,
234,104,1,142,depart,0,
234,104,1,1420,arrive,583,
234,104,1,1498,depart,583,2
234,104,1,2439,arrive,161,
234,104,1,2523,depart,161,3
234,104,1,3342,arrive,692,
234,104,1,3404,depart,692,1
234,104,1,4681,arrive,905,
234,104,1,4763,depart,905,1
234,104,1,5175,arrive,588,
234,104,1,5260,depart,588,2
234,104,1,6669,arrive,939,
234,104,1,6732,depart,939,1
234,104,1,10055,arrive,359,
234,104,1,10158,depart,359,1
234,104,1,13753,arrive,322,
234,104,1,13874,depart,322,1
234,104,1,16087,arrive,580,
234,104,1,16132,depart,580,2
234,104,1,16454,arrive,247,
234,104,1,16497,depart,247,1
234,104,1,20800,arrive,345,
234,104,1,20921,depart,345,1
234,104,1,22001,arrive,275,
234,104,,22084,depart,275,1
234,104,1,24041,arrive,25,
234,104,1,24166,depart,25,2
234,104,1,26024,arrive,,
234,104,1,26107,depart,161,1
234,104,1,26855,arrive,583,
234,104,1,26938,depart,583,1
234,104,1,28108,arrive,0,
234,104,1,28173,depart,0,2
235,60,2,0,arrive,0,
235,60,2,139,depart,0,
235,60,2,5146,arrive,150,
235,60,2,5265,depart,150,1
235,60,2,6445,arrive,447,
235,60,2,6541,depart,447,1
235,60,2,8168,arrive,582,
235,60,2,8350,depart,582,1
235,60,2,14996,arrive,,
235,60,2,15094,depart,490,1
235,60,2,20908,arrive,565,
235,60,2,20985,depart,565,1
235,60,2,26863,arrive,490,
235,60,2,26961,depart,490,1
235,60,2,,arrive,308,
235,60,2,30396,depart,308,1
235,60,2,31587,arrive,28,
235,60,2,31707,depart,28,2
235,60,2,32907,arrive,842,
235,60,2,32984,depart,842,1
235,60,2,33909,arrive,185,
235,60,2,34008,depart,185,2
235,60,2,35569,arrive,,
235,60,2,35666,depart,114,1
235,60,2,40276,arrive,320,
235,60,2,40458,depart,320,1
235,60,2,40563,arrive,604,
235,60,2,40682,depart,604,1
235,60,2,44514,arrive,265,
235,60,2,44612,depart,265,1
235,60,2,48263,arrive,1021,
235,60,2,48402,depart,,1
235,60,2,49601,arrive,0,
235,60,2,49680,depart,0,2
236,83,1,0,arrive,0,
236,83,1,202,depart,0,
236,83,1,1437,arrive,583,
236,83,1,1513,depart,583,1
236,83,1,2390,arrive,161,
236,83,1,2473,depart,161,3
236,83,1,3154,arrive,692,
236,83,1,3215,depart,692,1
236,83,1,5075,arrive,645,
236,83,1,5235,depart,645,1
236,83,1,7533,arrive,419,
236,83,1,7598,depart,419,2
236,83,1,13433,arrive,731,
236,83,1,13496,depart,731,1
236,83,1,15130,arrive,5,
236,83,1,15235,depart,5,2
236,83,1,17223,arrive,138,
236,83,1,17306,depart,138,1
236,83,1,20413,arrive,3,
236,83,1,20456,depart,3,1
236,83,1,22305,arrive,412,
236,83,1,22371,depart,412,3
236,83,1,22443,arrive,12,
236,83,1,22506,depart,12,1
236,83,1,26782,arrive,616,
236,83,1,26847,depart,616,2
236,83,1,28912,arrive,22,
236,83,1,28981,depart,22,4
236,83,1,30801,arrive,0,
236,83,1,30864,depart,0,1
237,32,3,0,arrive,0,
237,32,3,54,depart,0,
237,32,3,4210,arrive,150,
237,32,3,4336,depart,150,2
237,32,3,5643,arrive,447,
237,32,3,5750,depart,447,2
237,32,3,7227,arrive,199,
237,32,3,7331,depart,199,2
237,32,3,7636,arrive,758,
237,32,3,7738,depart,758,1
237,32,3,11110,arrive,235,
237,32,3,11215,depart,235,1
237,32,3,14111,arrive,227,
237,32,3,14235,depart,227,1
237,32,3,18610,arrive,827,
237,32,3,18691,depart,827,1
237,32,3,19302,arrive,493,
237,32,3,19405,depart,493,1
237,32,3,19835,arrive,150,
237,32,3,19963,depart,150,3
237,32,3,24174,arrive,0,
237,32,3,24255,depart,,1
238,384,2,0,arrive,0,
238,384,2,43,depart,0,
238,384,2,992,arrive,583,
238,384,2,1083,depart,583,1
238,384,2,1875,arrive,161,
238,384,2,1970,depart,161,1
238,384,2,2546,arrive,,
238,384,2,2623,depart,692,2
238,384,2,3613,arrive,905,
238,384,2,3710,depart,905,1
238,384,2,4084,arrive,588,
238,384,2,4184,depart,588,2
238,384,2,5130,arrive,716,
238,384,2,5228,depart,716,2
238,384,2,7719,arrive,179,
238,384,2,7817,depart,179,1
238,384,2,8412,arrive,573,
238,384,2,8596,depart,573,2
238,384,2,11466,arrive,993,
238,384,2,11566,depart,993,2
238,384,2,11994,arrive,69,
238,384,2,12071,depart,69,1
238,384,2,15071,arrive,259,
238,384,2,15211,depart,259,2
238,384,2,16567,arrive,773,
238,384,2,16644,depart,773,1
238,384,2,18425,arrive,20,
238,384,2,18500,depart,20,1
238,384,2,19433,arrive,22,
238,384,2,19510,depart,22,1
238,384,,20824,arrive,0,
238,384,2,20904,depart,0,3
239,405,1,0,arrive,0,
239,405,1,156,depart,0,
239,405,1,1373,arrive,583,
239,405,1,1449,depart,583,1
239,405,1,2269,arrive,161,
239,405,1,2349,depart,161,1
239,405,1,4139,arrive,25,
239,405,,4265,depart,25,3
239,405,1,7149,arrive,149,
239,405,1,7209,depart,149,1
239,405,1,7871,arrive,710,
239,405,1,7954,depart,710,1
239,405,1,14330,arrive,207,
239,405,1,14413,depart,207,1
239,405,1,15984,arrive,144,
239,405,1,16068,depart,144,2
239,405,,17553,arrive,631,
239,405,1,17638,depart,631,2
239,405,1,19066,arrive,44,
239,405,1,19147,depart,44,1
239,405,1,23968,arrive,993,
239,405,1,24053,depart,993,2
239,405,1,24934,arrive,141,
239,405,1,25058,depart,,1
239,405,1,25475,arrive,498,
239,405,1,25557,depart,498,2
239,405,1,25868,arrive,141,
239,405,1,25993,depart,141,2
239,405,1,28890,arrive,223,
239,405,1,28974,depart,223,1
239,405,1,31760,arrive,559,
239,405,1,31904,depart,559,1
239,405,1,32833,arrive,150,
239,405,1,32936,depart,150,1
239,405,1,38743,arrive,0,
239,405,1,38808,depart,0,2
240,303,3,,arrive,,
240,303,3,207,depart,0,
240,303,3,1466,arrive,22,
240,303,3,1543,depart,22,1
240,303,3,2279,arrive,20,
240,303,,2363,depart,20,2
240,303,3,2799,arrive,693,
240,303,3,2926,depart,693,1
240,303,3,5677,arrive,402,
240,303,3,5802,depart,402,1
240,303,3,7171,arrive,781,
240,303,3,7255,depart,781,1
240,303,3,7879,arrive,970,
240,303,3,7984,depart,970,2
240,303,3,8594,arrive,349,
240,303,3,8696,depart,349,1
240,303,3,9747,arrive,832,
240,303,3,9920,depart,832,4
240,303,3,11501,arrive,151,
240,303,3,11582,depart,151,1
240,303,3,14405,arrive,678,
240,303,3,14534,depart,678,2
240,303,3,18386,arrive,604,
240,303,3,18512,depart,604,2
240,303,3,18803,arrive,320,
240,303,3,18994,depart,,1
240,303,3,19220,arrive,604,
240,303,3,19346,depart,604,2
240,303,3,22412,arrive,265,
240,303,3,22515,depart,265,1
240,303,3,25621,arrive,1021,
240,303,,25771,depart,1021,1
240,303,3,26559,arrive,0,
240,303,3,26640,depart,,
241,6,3,0,arrive,0,
241,6,3,66,depart,0,
241,6,3,823,arrive,583,
241,6,3,919,depart,583,2
241,6,3,1394,arrive,161,
241,6,3,1493,depart,161,1
241,6,3,2126,arrive,692,
241,6,3,2206,depart,692,2
241,6,3,3154,arrive,905,
241,6,3,3259,depart,905,3
241,6,3,3628,arrive,588,
241,6,3,3734,depart,588,
241,6,3,4600,arrive,939,
241,6,3,4681,depart,939,1
241,6,3,5013,arrive,954,
241,6,,5095,depart,954,2
241,6,3,6913,arrive,470,
241,6,3,7019,depart,470,1
241,6,3,10648,arrive,348,
241,6,3,,depart,348,3
241,6,3,15203,arrive,610,
241,6,3,15265,depart,610,3
241,6,3,16936,arrive,57,
241,6,3,17017,depart,57,1
241,6,3,17749,arrive,553,
241,6,3,17831,depart,553,2
241,6,3,19026,arrive,20,
241,6,,19110,depart,20,1
241,6,3,19825,arrive,22,
241,6,3,19906,depart,22,1
241,6,3,21454,arrive,0,
241,6,,21537,depart,0,2
242,194,1,0,arrive,0,
242,194,1,118,depart,0,
242,194,1,1364,arrive,583,
242,194,1,1440,depart,583,1
242,194,1,7591,arrive,98,
242,194,1,7656,depart,98,2
242,194,1,12013,arrive,871,
242,194,1,12098,depart,871,2
242,194,1,13250,arrive,148,
242,194,1,13353,depart,148,1
242,194,1,14389,arrive,871,
242,194,1,14478,depart,871,4
242,194,1,15171,arrive,801,
242,194,1,15215,depart,801,1
242,194,1,16030,arrive,947,
242,194,1,16115,depart,947,2
242,194,1,18554,arrive,21,
242,194,1,18635,depart,21,1
242,194,1,19007,arrive,335,
242,194,1,19110,depart,335,2
242,194,1,,arrive,387,
242,194,1,20910,depart,387,1
242,194,1,22530,arrive,335,
242,194,1,22631,depart,335,1
242,194,1,29192,arrive,889,
242,194,1,29301,depart,889,4
242,194,1,33960,arrive,1021,
242,194,1,34085,depart,,3
242,194,1,35355,arrive,0,
242,194,1,35418,depart,0,1
243,426,1,0,arrive,,
243,426,1,50,depart,0,
243,426,1,1873,arrive,,
243,426,1,1931,depart,22,1
243,426,1,3909,arrive,378,
243,426,1,3973,depart,378,2
243,426,1,13869,arrive,791,
243,426,,13971,depart,791,2
243,426,1,21638,arrive,76,
243,426,1,21721,depart,,1
243,426,1,24145,arrive,586,
243,426,1,24190,depart,586,2
243,426,1,26679,arrive,825,
243,426,1,26764,depart,825,2
243,426,1,27773,arrive,93,
243,426,1,27858,depart,93,2
243,426,1,29536,arrive,581,
243,426,1,29643,depart,581,3
243,426,1,33501,arrive,195,
243,426,1,33628,depart,195,3
243,426,1,34647,arrive,553,
243,426,1,34711,depart,553,1
243,426,1,36203,arrive,20,
243,426,1,36268,depart,20,3
243,426,1,37153,arrive,22,
243,426,1,37218,depart,22,2
243,426,1,39110,arrive,0,
243,426,1,39173,depart,0,1
244,323,3,0,arrive,0,
244,323,3,-41,depart,0,
244,323,3,4048,arrive,150,
244,323,3,4173,depart,150,1
244,323,3,6187,arrive,1022,
244,323,3,6314,depart,1022,2
244,323,3,7538,arrive,128,
244,323,3,7641,depart,128,1
244,323,3,9092,arrive,853,
244,323,3,9217,depart,853,1
244,323,3,13865,arrive,865,
244,323,3,13993,depart,865,3
244,323,3,17712,arrive,617,
244,323,3,17772,depart,617,2
244,323,3,18267,arrive,607,
244,323,3,18348,depart,607,1
244,323,3,18420,arrive,508,
244,323,3,18546,depart,508,2
244,323,3,19928,arrive,910,
244,323,3,19987,depart,910,1
244,323,3,20856,arrive,265,
244,323,3,20961,depart,265,2
244,323,3,24036,arrive,1021,
244,323,3,24187,depart,1021,2
244,323,3,25150,arrive,0,
244,323,3,25233,depart,0,2
245,166,1,0,arrive,0,
245,166,1,14,depart,0,
245,166,1,1186,arrive,583,
245,166,1,1263,depart,,2
245,166,1,,arrive,161,
245,166,1,2241,depart,161,2
245,166,1,3253,arrive,,
245,166,1,3317,depart,692,2
245,166,1,5236,arrive,538,
245,166,1,5339,depart,538,1
245,166,1,7377,arrive,276,
245,166,1,7460,depart,276,1
245,166,1,7901,arrive,708,
245,166,1,8004,depart,708,1
245,166,1,10063,arrive,,
245,166,1,10186,depart,67,1
245,166,1,10966,arrive,542,
245,166,1,11051,depart,542,3
245,166,1,20887,arrive,672,
245,166,,20953,depart,672,3
245,166,1,21148,arrive,522,
245,166,1,21211,depart,522,1
245,166,1,23285,arrive,460,
245,166,1,23332,depart,460,3
245,166,1,24846,arrive,453,
245,166,1,24913,depart,453,3
245,166,1,26840,arrive,875,
245,166,1,26943,depart,875,2
245,166,1,45406,arrive,914,
245,166,1,45487,depart,914,1
245,166,1,63913,arrive,875,
245,166,1,64014,depart,875,1
245,166,1,65777,arrive,453,
245,166,1,65842,depart,453,2
245,166,,67399,arrive,,
245,166,1,67446,depart,460,3
245,166,1,68925,arrive,,
245,166,1,69029,depart,352,1
245,166,1,71457,arrive,277,
245,166,1,71582,depart,277,2
245,166,1,73200,arrive,466,
245,166,1,73303,depart,466,1
245,166,1,74992,arrive,583,
245,166,1,75077,depart,583,2
245,166,1,76361,arrive,0,
245,166,1,76426,depart,0,2
246,5,1,0,arrive,0,
246,5,1,58,depart,0,
246,5,1,5868,arrive,150,
246,5,1,5971,depart,150,1
246,5,1,9081,arrive,1022,
246,5,1,9184,depart,1022,1
246,5,1,9684,arrive,654,
246,5,1,9787,depart,654,1
246,5,1,10577,arrive,353,
246,5,1,10662,depart,353,2
246,5,1,11414,arrive,232,
246,5,1,11535,depart,232,1
246,5,1,13792,arrive,1028,
246,5,1,13955,depart,1028,2
246,5,1,16225,arrive,232,
246,5,1,16349,depart,232,3
246,5,1,16992,arrive,353,
246,5,1,17075,depart,353,1
246,5,1,17741,arrive,654,
246,5,1,17844,depart,654,1
246,5,1,18473,arrive,1022,
246,5,1,18578,depart,1022,2
246,5,1,20527,arrive,128,
246,5,1,20610,depart,128,1
246,5,,22608,arrive,853,
246,5,1,22711,depart,853,1
246,5,1,24202,arrive,996,
246,5,1,24324,depart,996,1
246,5,1,24610,arrive,235,
246,5,1,,depart,235,1
246,5,1,29537,arrive,758,
246,5,1,29620,depart,758,1
246,5,1,35849,arrive,976,
246,5,1,35932,depart,976,2
246,5,1,36836,arrive,587,
246,5,1,36917,depart,587,1
246,5,1,37879,arrive,976,
246,5,1,37960,depart,976,1
246,5,1,44163,arrive,758,
246,5,1,44246,depart,758,1
246,5,1,44833,arrive,199,
246,5,1,44919,depart,199,3
246,5,1,46950,arrive,447,
246,5,1,47031,depart,447,1
246,5,1,48533,arrive,150,
246,5,1,48636,depart,150,1
246,5,1,54535,arrive,0,
246,5,1,54598,depart,0,1
247,348,2,0,arrive,0,
247,348,2,-92,depart,0,
247,348,2,1548,arrive,22,
247,348,2,1621,depart,22,1
247,348,2,3340,arrive,616,
247,348,2,3418,depart,616,2
247,348,2,7101,arrive,12,
247,348,2,7178,depart,12,1
247,348,2,9624,arrive,927,
247,348,2,9785,depart,927,1
247,348,2,13914,arrive,42,
247,348,2,14031,depart,,1
247,348,2,17927,arrive,966,
247,348,2,18025,depart,966,1
247,348,2,19341,arrive,139,
247,348,2,19440,depart,139,2
247,348,2,22885,arrive,382,
247,348,2,22985,depart,382,2
247,348,2,24394,arrive,1021,
247,348,2,24532,depart,1021,1
247,348,2,25554,arrive,0,
247,348,2,25631,depart,0,1
248,286,1,0,arrive,0,
248,286,1,256,depart,0,
248,286,1,1447,arrive,583,
248,286,1,1524,depart,,1
248,286,1,2251,arrive,161,
248,286,1,2333,depart,161,2
248,286,1,3280,arrive,692,
248,286,1,3343,depart,692,2
248,286,1,4486,arrive,905,
248,286,1,4568,depart,905,1
248,286,1,4901,arrive,588,
248,286,1,4984,depart,588,1
248,286,1,6325,arrive,939,
248,286,1,6391,depart,939,3
248,286,1,6879,arrive,954,
248,286,1,6942,depart,954,
248,286,1,7884,arrive,431,
248,286,1,7967,depart,431,1
248,286,1,9013,arrive,264,
248,286,1,9155,depart,264,1
248,286,1,10107,arrive,272,
248,286,1,10232,depart,272,2
248,286,1,12125,arrive,723,
248,286,1,12188,depart,723,1
248,286,1,14378,arrive,956,
248,286,1,14441,depart,956,1
248,286,1,17397,arrive,766,
248,286,1,17462,depart,766,2
248,286,1,18806,arrive,572,
248,286,1,18871,depart,572,3
248,286,1,26068,arrive,802,
248,286,1,26189,depart,802,1
248,286,1,29430,arrive,715,
248,286,1,29533,depart,715,1
248,286,1,33119,arrive,516,
248,286,1,33200,depart,516,1
248,286,1,36244,arrive,285,
248,286,1,36307,depart,285,1
248,286,1,36640,arrive,645,
248,286,1,36801,depart,645,
248,286,1,38553,arrive,692,
248,286,1,38616,depart,692,1
248,286,1,39481,arrive,161,
248,286,1,39564,depart,161,1
248,286,1,40454,arrive,583,
248,286,1,40537,depart,583,1
248,286,1,41861,arrive,0,
248,286,1,41928,depart,,3
249,163,2,0,arrive,0,
249,163,2,109,depart,0,
249,163,2,1756,arrive,22,
249,163,2,1830,depart,22,1
249,163,2,2742,arrive,20,
249,163,2,2818,depart,20,2
249,163,2,4454,arrive,773,
249,163,2,4531,depart,773,1
249,163,2,5977,arrive,259,
249,163,2,6115,depart,259,1
249,163,2,11734,arrive,160,
249,163,2,11811,depart,160,1
249,163,2,17625,arrive,259,
249,163,2,17767,depart,259,3
249,163,2,18990,arrive,773,
249,163,2,19067,depart,773,1
249,163,2,20673,arrive,20,
249,163,2,20749,depart,20,1
249,163,2,21377,arrive,693,
249,163,2,21495,depart,693,1
249,163,2,27559,arrive,662,
249,163,2,27636,depart,662,1
249,163,2,28466,arrive,826,
249,163,2,28627,depart,826,1
249,163,2,29431,arrive,604,
249,163,2,29550,depart,,1
249,163,2,30838,arrive,62,
249,163,2,30959,depart,62,3
249,163,2,34727,arrive,,
249,163,2,34849,depart,329,3
249,163,2,36858,arrive,757,
249,163,2,36938,depart,757,3
249,163,2,38996,arrive,546,
249,163,2,39117,depart,546,2
249,163,2,46067,arrive,895,
249,163,2,,depart,895,2
249,163,2,47127,arrive,22,
249,163,2,47206,depart,22,2
249,163,2,48776,arrive,0,
249,163,2,48853,depart,0,1
250,20,2,0,arrive,0,
250,20,2,244,depart,0,
250,20,2,1276,arrive,583,
250,20,2,1370,depart,583,2
250,20,2,2151,arrive,161,
250,20,2,2247,depart,161,1
250,20,2,3001,arrive,567,
250,20,2,3141,depart,567,2
250,20,2,5989,arrive,,
250,20,2,6106,depart,684,1
250,20,2,7052,arrive,243,
250,20,2,7169,depart,243,1
250,20,2,8829,arrive,931,
250,20,2,8906,depart,931,
250,20,2,19853,arrive,,
250,20,2,19951,depart,636,1
250,20,2,21644,arrive,425,
250,20,2,21721,depart,425,1
250,20,2,22310,arrive,893,
250,20,2,22408,depart,893,2
250,20,2,26548,arrive,186,
250,20,2,26606,depart,,2
250,20,2,28812,arrive,531,
250,20,2,28952,depart,531,1
250,20,2,32570,arrive,851,
250,20,2,32710,depart,851,1
250,20,,33855,arrive,304,
250,20,2,33958,depart,304,4
250,20,2,36248,arrive,22,
250,20,2,36325,depart,22,1
250,20,2,37797,arrive,0,
250,20,2,37875,depart,0,2
251,350,3,0,arrive,0,
251,350,3,205,depart,0,
251,350,3,2326,arrive,236,
251,350,3,2473,depart,236,2
251,350,3,7258,arrive,379,
251,350,3,7361,depart,379,1
251,350,3,8277,arrive,521,
251,350,3,,depart,521,1
251,350,3,9153,arrive,379,
251,350,3,9255,depart,379,1
251,350,3,11096,arrive,399,
251,350,3,11199,depart,399,1
251,350,3,11786,arrive,457,
251,350,3,,depart,457,1
251,350,3,13485,arrive,642,
251,350,3,13611,depart,642,2
251,350,3,14947,arrive,54,
251,350,3,15115,depart,54,1
251,350,3,15452,arrive,143,
251,350,3,15555,depart,143,1
251,350,3,17920,arrive,845,
251,350,3,18045,depart,845,1
251,350,3,18863,arrive,925,
251,350,3,18944,depart,925,1
251,350,3,19863,arrive,930,
251,350,3,19991,depart,930,1
251,350,3,21232,arrive,449,
251,350,3,21379,depart,449,1
251,350,3,22528,arrive,930,
251,350,3,22655,depart,930,1
251,350,3,23611,arrive,,
251,350,3,23782,depart,885,1
251,350,3,25889,arrive,285,
251,350,3,25971,depart,285,2
251,350,3,26371,arrive,645,
251,350,3,26564,depart,645,1
251,350,3,27904,arrive,692,
251,350,3,27986,depart,692,2
251,350,3,28532,arrive,161,
251,350,3,28635,depart,161,1
251,350,3,29233,arrive,583,
251,350,3,29336,depart,583,1
251,350,3,30288,arrive,0,
251,350,3,30374,depart,0,4
252,318,2,0,arrive,0,
252,318,2,104,depart,0,
252,318,2,1308,arrive,583,
252,318,2,1402,depart,583,2
252,318,2,2076,arrive,161,
252,318,2,2173,depart,161,2
252,318,2,2851,arrive,692,
252,318,2,2927,depart,692,1
252,318,2,4652,arrive,538,
252,318,2,4773,depart,538,2
252,318,2,5126,arrive,406,
252,318,2,5264,depart,406,1
252,318,2,5956,arrive,117,
252,318,,6095,depart,117,1
252,318,2,6767,arrive,111,
252,318,2,6868,depart,111,3
252,318,2,8644,arrive,621,
252,318,2,8742,depart,621,1
252,318,2,9422,arrive,171,
252,318,2,9539,depart,171,1
252,318,2,11645,arrive,948,
252,318,2,11722,depart,948,1
252,318,2,15890,arrive,660,
252,318,2,15967,depart,660,1
252,318,2,20038,arrive,948,
252,318,2,20117,depart,948,2
252,318,2,25061,arrive,236,
252,318,2,25201,depart,236,1
252,318,2,27847,arrive,0,
252,318,2,27924,depart,0,1
253,4,1,0,arrive,0,
253,4,1,373,depart,0,
253,4,1,2359,arrive,22,
253,4,1,2420,depart,22,2
253,4,1,7610,arrive,767,
253,4,1,7693,depart,767,1
253,4,1,9905,arrive,811,
253,4,1,9989,depart,811,1
253,4,1,10874,arrive,215,
253,4,1,10955,depart,215,1
253,4,1,16504,arrive,245,
253,4,1,16645,depart,245,1
253,4,1,17138,arrive,806,
253,4,1,17259,depart,806,1
253,4,1,17936,arrive,280,
253,4,1,18020,depart,280,1
253,4,1,19618,arrive,123,
253,4,1,19723,depart,123,2
253,4,1,20775,arrive,1010,
253,4,1,20860,depart,1010,2
253,4,1,21291,arrive,695,
253,4,1,21374,depart,,1
253,4,1,22005,arrive,571,
253,4,1,22068,depart,571,1
253,4,1,32018,arrive,1011,
253,4,1,32181,depart,1011,2
253,4,1,32721,arrive,859,
253,4,1,32803,depart,859,2
253,4,1,33364,arrive,660,
253,4,1,33427,depart,660,1
253,4,1,33980,arrive,770,
253,4,1,34064,depart,770,1
253,4,1,34847,arrive,660,
253,4,1,34910,depart,660,1
253,4,1,39870,arrive,948,
253,4,1,39935,depart,948,2
253,4,1,45507,arrive,236,
253,4,1,45633,depart,236,2
253,4,1,48684,arrive,0,
253,4,1,48749,depart,0,2
254,240,2,0,arrive,0,
254,240,2,,depart,0,
254,240,2,1164,arrive,583,
254,240,2,1255,depart,583,1
254,240,2,1914,arrive,161,
254,240,2,2009,depart,161,1
254,240,2,4776,arrive,13,
254,240,2,4895,depart,13,1
254,240,2,7292,arrive,84,
254,240,2,7368,depart,84,1
254,240,2,10121,arrive,528,
254,240,2,10222,depart,528,3
254,240,2,11815,arrive,597,
254,240,,11953,depart,597,1
254,240,2,12458,arrive,727,
254,240,2,12560,depart,727,3
254,240,2,14495,arrive,113,
254,240,2,14573,depart,113,2
254,240,2,15619,arrive,872,
254,240,2,15720,depart,872,3
254,240,2,16761,arrive,404,
254,240,2,16863,depart,404,4
254,240,2,19154,arrive,415,
